$$ Welcome to speedtest. 
$$ Argument [0]: ./speedtest 
$$ Argument [1]: Hello 
$$ Testing speed versus samples on d2d 4/6/8. 
$$ Initialisation took 494346 microseconds. 
6130	7888463	63025575	213319380
6140	7884561	63142947	213754328
6150	7895906	63210818	214105368
6160	7903895	63385718	214446883
6170	7916946	63446951	214723654
6180	7923560	63580659	215096153
6190	7941508	63671680	215409504
6200	7959292	63736422	215805022
6210	7965708	63837458	216163641
6220	7976640	63945110	216432511
6230	7989271	64068762	216796796
6240	8009431	64149522	217149918
6250	8031727	64242287	217560627
6260	8030303	64352171	217846286
6270	8061279	64449408	218245826
6280	8058279	64586014	218532340
6290	8072311	64680738	218923491
6300	8082770	64764457	219271213
6310	8096605	64879250	219591833
6320	8106287	64970926	219952403
6330	8116904	65107999	220281053
6340	8132049	65202566	220611532
6350	8145470	65281502	220956182
6360	8165148	65373979	221338863
6370	8182622	65522103	221809461
6380	8189868	65616880	222012533
6390	8214104	65712985	222364997
6400	8205672	65822803	222769833
6410	8239454	65880015	223081563
6420	8239010	66010818	223498856
6430	8250605	66092025	223770538
6440	8270509	66211941	224099913
6450	8283493	66364722	224494726
6460	8294790	66440848	224871192
6470	8305514	66512167	225240298
6480	8314438	66671618	225570448
6490	8333641	66726812	225898063
6500	8345504	66867899	226255611
6510	8351047	66981948	226575562
6520	8369456	67051720	226915484
6530	8382319	67127848	227257095
6540	8388509	67227903	2276
