Report J1/J3 = -1.000 .
2.040	-0.669	7.546	0.000	0.000	1.000	0.680	0.124	2.242	0.368
2.160	-0.738	4.361	0.000	0.000	1.000	0.796	0.118	0.793	0.373
2.280	-0.775	3.486	0.000	0.000	1.000	0.861	0.118	0.565	0.554
Report J1/J3 = 0.200 .
0.000	0.008	0.000	0.200	0.200	1.000	0.137	0.122	0.000	0.000
0.120	-0.020	0.014	0.200	0.200	1.000	0.146	0.120	0.019	0.015
0.240	-0.052	0.051	0.200	0.200	1.000	0.143	0.122	0.030	0.029
0.360	-0.081	0.139	0.200	0.200	1.000	0.150	0.125	0.059	0.042
0.480	-0.111	0.252	0.200	0.200	1.000	0.152	0.120	0.083	0.045
0.600	-0.138	0.471	0.200	0.200	1.000	0.165	0.119	0.087	0.060
0.720	-0.165	0.465	0.200	0.200	1.000	0.154	0.122	0.112	0.086
0.840	-0.194	0.559	0.200	0.200	1.000	0.169	0.119	0.176	0.080
0.960	-0.224	0.618	0.200	0.200	1.000	0.183	0.123	0.164	0.117
1.080	-0.248	1.044	0.200	0.200	1.000	0.185	0.121	0.251	0.130
1.200	-0.278	1.387	0.200	0.200	1.000	0.218	0.121	0.317	0.126
1.320	-0.298	1.433	0.200	0.200	1.000	0.208	0.122	0.309	0.157
1.440	-0.330	1.869	0.200	0.200	1.000	0.250	0.117	0.544	0.116
1.560	-0.353	1.788	0.200	0.200	1.000	0.273	0.118	0.755	0.149
1.680	-0.386	4.234	0.200	0.200	1.000	0.352	0.118	1.322	0.197
1.800	-0.427	4.847	0.200	0.200	1.000	0.439	0.122	2.082	0.214
1.920	-0.488	8.217	0.200	0.200	1.000	0.618	0.112	2.425	0.290
2.040	-0.532	6.219	0.200	0.200	1.000	0.726	0.112	1.155	0.285
2.160	-0.581	4.544	0.200	0.200	1.000	0.834	0.111	0.490	0.326
2.280	-0.610	4.476	0.200	0.200	1.000	0.879	0.109	0.458	0.330
Report J1/J3 = 0.400 .
0.000	0.008	0.000	0.400	0.400	1.000	0.137	0.122	0.000	0.000
0.120	-0.017	0.016	0.400	0.400	1.000	0.146	0.120	0.020	0.015
0.240	-0.046	0.071	0.400	0.400	1.000	0.141	0.122	0.029	0.028
0.360	-0.074	0.169	0.400	0.400	1.000	0.151	0.122	0.058	0.042
0.480	-0.104	0.316	0.400	0.400	1.000	0.157	0.121	0.077	0.045
0.600	-0.131	0.509	0.400	0.400	1.000	0.158	0.122	0.091	0.046
0.720	-0.161	0.506	0.400	0.400	1.000	0.160	0.117	0.111	0.082
0.840	-0.189	0.837	0.400	0.400	1.000	0.174	0.117	0.187	0.070
0.960	-0.214	0.938	0.400	0.400	1.000	0.184	0.122	0.214	0.098
1.080	-0.244	1.276	0.400	0.400	1.000	0.196	0.118	0.301	0.098
1.200	-0.269	1.727	0.400	0.400	1.000	0.221	0.118	0.377	0.105
1.320	-0.295	2.030	0.400	0.400	1.000	0.237	0.120	0.380	0.120
1.440	-0.326	3.344	0.400	0.400	1.000	0.278	0.113	0.722	0.106
1.560	-0.350	3.426	0.400	0.400	1.000	0.300	0.110	1.091	0.120
1.680	-0.390	5.278	0.400	0.400	1.000	0.391	0.111	1.720	0.177
1.800	-0.455	7.726	0.400	0.400	1.000	0.633	0.104	1.986	0.203
1.920	-0.520	9.581	0.400	0.400	1.000	0.771	0.102	0.927	0.191
2.040	-0.548	8.390	0.400	0.400	1.000	0.820	0.097	0.920	0.260
2.160	-0.592	5.619	0.400	0.400	1.000	0.892	0.089	0.287	0.186
2.280	-0.627	7.425	0.400	0.400	1.000	0.943	0.084	0.470	0.184
Report J1/J3 = 0.600 .
0.000	0.001	0.000	0.600	0.600	1.000	0.137	0.122	0.000	0.000
0.120	-0.028	0.020	0.600	0.600	1.000	0.146	0.123	0.019	0.016
0.240	-0.058	0.090	0.600	0.600	1.000	0.147	0.128	0.034	0.033
0.360	-0.089	0.219	0.600	0.600	1.000	0.153	0.125	0.052	0.032
0.480	-0.121	0.373	0.600	0.600	1.000	0.161	0.122	0.065	0.054
0.600	-0.153	0.757	0.600	0.600	1.000	0.160	0.123	0.100	0.059
